timestamp,trace_id,impu,node,event_type,result,detail
2026-07-06T00:09:57.854,18b5802334,sip:+999700000004080@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:09:57.896,18b5802334,sip:+999700000004080@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:10:32.906,8dbfaf0a1b,sip:+999700000004229@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=191s mos=4.3
2026-07-06T00:11:20.790,6edbf148dc,sip:+999700000002320@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:11:20.814,6edbf148dc,sip:+999700000002320@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:11:25.476,dfca692b08,sip:+999700000000468@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:11:25.504,dfca692b08,sip:+999700000000468@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:16:07.818,a7ab42608c,sip:+999700000002444@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:16:07.854,a7ab42608c,sip:+999700000002444@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:19:05.226,22ab18dbe0,sip:+999700000000306@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:19:05.262,22ab18dbe0,sip:+999700000000306@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:19:08.265,40ce689d33,sip:+999700000002997@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:19:08.299,40ce689d33,sip:+999700000002997@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:19:44.602,0b5737a16d,sip:+999700000000068@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:19:44.626,0b5737a16d,sip:+999700000000068@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:20:35.303,51022aeb5a,sip:+999700000000295@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004371@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:20:35.344,51022aeb5a,sip:+999700000000295@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:21:10.753,d385ec7e57,sip:+999700000003687@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:21:10.787,d385ec7e57,sip:+999700000003687@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:22:10.943,e223138f1e,sip:+999700000001673@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:22:10.969,e223138f1e,sip:+999700000001673@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:23:02.527,823ec1a5d7,sip:+999700000004890@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:23:02.564,823ec1a5d7,sip:+999700000004890@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:25:02.182,7b76b92fb8,sip:+999700000003554@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004773@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:25:02.229,7b76b92fb8,sip:+999700000003554@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:25:26.028,972113f156,sip:+999700000001365@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:25:26.066,972113f156,sip:+999700000001365@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:25:26.530,5035763b6d,sip:+999700000001929@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000002233@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:25:26.570,5035763b6d,sip:+999700000001929@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:26:05.062,5035763b6d,sip:+999700000001929@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=38s mos=4.5
2026-07-06T00:26:33.081,51022aeb5a,sip:+999700000000295@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=357s mos=4.5
2026-07-06T00:28:53.899,7b76b92fb8,sip:+999700000003554@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=231s mos=4.1
2026-07-06T00:30:04.585,6559eceb5f,sip:+999700000003742@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:30:04.617,6559eceb5f,sip:+999700000003742@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:30:33.307,f731caf1fc,sip:+999700000003490@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:30:33.350,f731caf1fc,sip:+999700000003490@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:31:15.489,26d52fcbb0,sip:+999700000000458@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:31:15.524,26d52fcbb0,sip:+999700000000458@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:32:40.528,23b355f354,sip:+999700000001939@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001767@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:32:40.591,23b355f354,sip:+999700000001939@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:33:20.240,23b355f354,sip:+999700000001939@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=39s mos=4.0
2026-07-06T00:35:28.133,5cdcd7fa05,sip:+999700000003569@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003120@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:35:28.205,5cdcd7fa05,sip:+999700000003569@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:37:01.608,5cdcd7fa05,sip:+999700000003569@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=93s mos=4.2
2026-07-06T00:39:24.518,52ee26b399,sip:+999700000000202@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:39:24.560,52ee26b399,sip:+999700000000202@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:40:20.015,178dd8e3a5,sip:+999700000001175@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:40:20.058,178dd8e3a5,sip:+999700000001175@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:40:39.913,a4213c88c6,sip:+999700000002355@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:40:39.943,a4213c88c6,sip:+999700000002355@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:42:33.481,a3444bc0ba,sip:+999700000002997@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:42:33.532,a3444bc0ba,sip:+999700000002997@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:45:08.070,f283b927bd,sip:+999700000001863@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:45:08.104,f283b927bd,sip:+999700000001863@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:45:23.325,01d98f0541,sip:+999700000000697@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:45:23.362,01d98f0541,sip:+999700000000697@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:47:14.257,f44d281594,sip:+999700000000132@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:47:14.282,f44d281594,sip:+999700000000132@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:48:01.963,547d387e9c,sip:+999700000002862@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:48:01.992,547d387e9c,sip:+999700000002862@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:48:58.832,ffc7d3feaf,sip:+999700000002564@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003577@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:48:58.894,ffc7d3feaf,sip:+999700000002564@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:49:17.354,8c3ebc1cf8,sip:+999700000001223@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:49:17.396,8c3ebc1cf8,sip:+999700000001223@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:49:33.938,ffc7d3feaf,sip:+999700000002564@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=35s mos=4.4
2026-07-06T00:49:36.583,fea8e3b778,sip:+999700000000527@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001001@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T00:49:36.650,fea8e3b778,sip:+999700000000527@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T00:50:12.656,469fd15635,sip:+999700000000862@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:50:12.695,469fd15635,sip:+999700000000862@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:50:39.981,fea8e3b778,sip:+999700000000527@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=63s mos=4.4
2026-07-06T00:52:22.534,7a787bfa38,sip:+999700000002839@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:52:22.566,7a787bfa38,sip:+999700000002839@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:55:56.872,5aaa8f8df8,sip:+999700000001963@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:55:56.909,5aaa8f8df8,sip:+999700000001963@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:57:58.411,9e8475c5f4,sip:+999700000003924@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:57:58.448,9e8475c5f4,sip:+999700000003924@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T00:59:36.151,7f34dc4fbb,sip:+999700000002713@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T00:59:36.181,7f34dc4fbb,sip:+999700000002713@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:00:57.161,542bc92917,sip:+999700000000089@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000195@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:00:57.214,542bc92917,sip:+999700000000089@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:01:02.106,b6dd87ccb6,sip:+999700000002287@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:01:02.136,b6dd87ccb6,sip:+999700000002287@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:01:35.288,4d98ed9144,sip:+999700000004351@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:01:35.317,4d98ed9144,sip:+999700000004351@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:01:58.882,542bc92917,sip:+999700000000089@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=61s mos=4.1
2026-07-06T01:05:40.197,5bbc8661ce,sip:+999700000000881@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:05:40.235,5bbc8661ce,sip:+999700000000881@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:06:43.331,e55fb82152,sip:+999700000004004@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:06:43.356,e55fb82152,sip:+999700000004004@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:09:31.006,8b5b265b61,sip:+999700000001231@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:09:31.040,8b5b265b61,sip:+999700000001231@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:09:34.824,b876d0d842,sip:+999700000001393@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003070@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:09:34.873,b876d0d842,sip:+999700000001393@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:10:25.676,b876d0d842,sip:+999700000001393@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=50s mos=4.5
2026-07-06T01:11:49.091,2b75246f0f,sip:+999700000001230@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:11:49.132,2b75246f0f,sip:+999700000001230@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:12:05.676,e0ef2dac84,sip:+999700000003801@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:12:05.712,e0ef2dac84,sip:+999700000003801@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:14:18.082,6513ac5a15,sip:+999700000001823@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:14:18.126,6513ac5a15,sip:+999700000001823@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:19:54.236,f615481767,sip:+999700000001797@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:19:54.268,f615481767,sip:+999700000001797@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:20:17.582,b0e61d8a39,sip:+999700000001294@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:20:17.614,b0e61d8a39,sip:+999700000001294@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,FAIL,403 Forbidden
2026-07-06T01:20:39.011,a4b1240a89,sip:+999700000003113@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:20:39.051,a4b1240a89,sip:+999700000003113@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:22:32.385,80f957bab0,sip:+999700000002500@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000924@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:22:32.427,80f957bab0,sip:+999700000002500@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:22:48.399,80f957bab0,sip:+999700000002500@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=15s mos=4.4
2026-07-06T01:24:11.193,05a6f16d10,sip:+999700000000531@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000000292@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:24:11.251,05a6f16d10,sip:+999700000000531@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:25:07.712,df581f28dc,sip:+999700000001264@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:25:07.753,df581f28dc,sip:+999700000001264@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:25:50.580,05a6f16d10,sip:+999700000000531@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=99s mos=4.5
2026-07-06T01:25:59.317,ef97d93cbe,sip:+999700000004541@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:25:59.357,ef97d93cbe,sip:+999700000004541@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:29:00.363,47a37f268f,sip:+999700000003101@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:29:00.397,47a37f268f,sip:+999700000003101@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:29:30.758,e24d6d789b,sip:+999700000004098@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:29:30.794,e24d6d789b,sip:+999700000004098@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:31:30.067,09741fcfbe,sip:+999700000002675@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:31:30.096,09741fcfbe,sip:+999700000002675@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:31:43.018,80b728e868,sip:+999700000002627@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:31:43.060,80b728e868,sip:+999700000002627@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:31:47.658,d2bbd8ee55,sip:+999700000002204@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:31:47.686,d2bbd8ee55,sip:+999700000002204@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:36:20.853,eb0ee0aaaa,sip:+999700000003172@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001973@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:36:20.891,eb0ee0aaaa,sip:+999700000003172@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:36:25.261,e62b0f905c,sip:+999700000003441@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:36:25.294,e62b0f905c,sip:+999700000003441@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,FAIL,403 Forbidden
2026-07-06T01:36:54.855,9100a9305b,sip:+999700000001212@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:36:54.883,9100a9305b,sip:+999700000001212@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:37:15.498,eb0ee0aaaa,sip:+999700000003172@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=54s mos=4.0
2026-07-06T01:37:53.564,2dd1251a18,sip:+999700000003406@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:37:53.587,2dd1251a18,sip:+999700000003406@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:40:00.772,2a2869e491,sip:+999700000004240@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:40:00.819,2a2869e491,sip:+999700000004240@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:41:00.615,17edbe4b5d,sip:+999700000000499@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003858@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:41:00.659,17edbe4b5d,sip:+999700000000499@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:41:30.963,17edbe4b5d,sip:+999700000000499@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=30s mos=4.5
2026-07-06T01:44:47.524,db68b7a3cd,sip:+999700000001945@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:44:47.553,db68b7a3cd,sip:+999700000001945@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:46:55.315,8dd18a5ede,sip:+999700000003531@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000001135@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:46:55.365,8dd18a5ede,sip:+999700000003531@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:47:08.912,8dd18a5ede,sip:+999700000003531@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=13s mos=4.3
2026-07-06T01:50:35.452,fdfa89193e,sip:+999700000000715@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:50:35.493,fdfa89193e,sip:+999700000000715@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:52:19.360,2d68086d4e,sip:+999700000002642@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:52:19.388,2d68086d4e,sip:+999700000002642@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:53:33.122,92917ede71,sip:+999700000004460@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000004807@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T01:53:33.175,92917ede71,sip:+999700000004460@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T01:54:04.201,5060e660d2,sip:+999700000002182@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:54:04.231,5060e660d2,sip:+999700000002182@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:55:05.336,92917ede71,sip:+999700000004460@ims.mnc070.mcc999.3gpp.network.org,rtpengine,CALL_END,COMPLETED,dur=92s mos=4.5
2026-07-06T01:55:39.603,4a03601ce5,sip:+999700000002764@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:55:39.644,4a03601ce5,sip:+999700000002764@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:58:08.378,9a3fd3e50b,sip:+999700000004636@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:58:08.414,9a3fd3e50b,sip:+999700000004636@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T01:59:41.208,c4dc1d64eb,sip:+999700000002528@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:59:41.241,c4dc1d64eb,sip:+999700000002528@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,FAIL,403 Forbidden
2026-07-06T01:59:46.502,2d0f7420d3,sip:+999700000000818@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T01:59:46.543,2d0f7420d3,sip:+999700000000818@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
2026-07-06T02:00:02.149,044ffb781f,sip:+999700000003325@ims.mnc070.mcc999.3gpp.network.org,pcscf,INVITE,OK,sip:+999700000003503@ims.mnc070.mcc999.3gpp.network.org
2026-07-06T02:00:02.189,044ffb781f,sip:+999700000003325@ims.mnc070.mcc999.3gpp.network.org,scscf,CALL_ANSWERED,OK,
2026-07-06T02:00:08.720,b8210f3ed7,sip:+999700000002984@ims.mnc070.mcc999.3gpp.network.org,pcscf,REGISTER,OK,
2026-07-06T02:00:08.755,b8210f3ed7,sip:+999700000002984@ims.mnc070.mcc999.3gpp.network.org,scscf,REGISTER,OK,200 OK
